"Transcript" "M1-10" "M1-13" "M1-28" "M1-3" "M1-30" "M1-31" "M1-32" "M1-8" "M2-13" "M2-14" "M2-15" "M2-17" "M3-26" "M3-28" "M3-4" "M3-5" "M3-8" "M3-9" "M4-1" "M4-17" "M4-18" "M4-21"
"127" "FBtr0080045" 13.371 12.143 12.88 14.621 15.005 16.606 15.463 12.168 13.533 14.378 11.768 7.381 14.545 16.019 14.457 55.228 15.083 17.71 13.827 16.725 13.73 15.199
"128" "FBtr0080021" 41.607 38.179 35.672 40.324 40.801 32.35 39.36 35.34 40.736 47.233 37.894 41.828 45.42 28.631 37.647 34.26 40.094 37.881 44.579 35.437 35.779 31.272
"129" "FBtr0080022" 39.27 36.042 33.686 38.078 38.487 30.548 37.137 33.372 38.468 44.573 35.784 39.449 42.828 27.037 35.567 32.417 37.862 35.841 42.096 33.39 33.787 29.531
"130" "FBtr0080023" 41.437 38.081 35.526 40.159 40.635 32.218 39.282 35.196 40.6 47.056 37.739 41.67 45.235 28.514 37.493 34.12 39.931 37.8 44.422 35.293 35.675 31.145
"131" "FBtr0080024" 6.107 8.961 5.964 7.093 7.133 5.704 7.212 7.663 9.095 6.86 8.487 8.851 9.466 7.558 8.992 7.243 6.728 7.993 8.326 8.443 6.799 8.871
"132" "FBtr0080044" 14.056 16.769 17.881 14.225 14.174 18.43 14.617 13.163 18.405 14.313 14.401 19.126 16.241 10.943 14.518 25.736 13.295 12.171 12.585 14.885 14.072 16.144
"133" "FBtr0080025" 15.331 16.348 18.638 14.587 15.8 18.284 16.594 15.19 21.24 18.137 15.9 18.416 17.535 13.597 11.952 16.655 15.113 13.853 15.534 17.262 16.357 15.671
"134" "FBtr0080043" 32.423 37.443 30.82 28.268 23.318 33.204 27.217 31.556 34.137 25.162 25.994 28.986 20.122 20.867 24.748 12.546 28.131 28.141 23.349 24.398 22.556 20.576
"135" "FBtr0080026" 10.255 9.664 8.798 7.296 9.38 9.985 9.524 9.485 10.605 9.098 9.97 10.076 11.668 8.688 8.34 4.156 7.042 7.929 9.274 8.778 9.196 7.968
"136" "FBtr0080027" 24.29 25.48 33.545 26.036 23.913 35.792 24.964 22.842 34.468 29.7 27.67 34.646 26.049 26.523 23.167 26.538 22.258 18.87 24.256 28.566 30.737 25.93
"137" "FBtr0301167" 4.863 6.965 7.4 5.67 7.539 6.925 5.272 6.269 7.082 5.566 6.873 7.347 5.071 5.854 4.43 3.644 3.64 3.935 4.848 6.037 6.57 6.842
"138" "FBtr0273339" 4.274 6.177 6.543 5.051 6.555 6.109 4.556 5.346 6.469 4.811 5.957 6.474 4.436 5.122 4.009 3.137 3.211 3.387 4.327 5.201 5.993 5.912
"139" "FBtr0301168" 1.026 1.135 1.482 0.952 0.914 1.753 1.102 1.185 1.338 1.05 1.147 1.169 1.702 2.256 1.6 0.584 2.106 1.876 1.8 1.869 1.937 1.896
"140" "FBtr0080029" 1.72 1.836 2.459 1.534 1.602 2.93 1.846 1.979 2.206 1.736 1.858 1.915 2.836 3.776 2.689 1.001 3.502 3.154 2.998 3.11 3.092 3.156
"141" "FBtr0080042" 0.866 3.932 1.882 5.105 8.918 4.948 11.332 2.594 2.242 9.395 6.356 5.473 19.977 11.405 3.412 3.914 2.469 4.353 8.169 9.019 7.575 10.803
"142" "FBtr0080030" 16.529 47.485 20.351 46.97 85.755 22.545 97.024 38.12 17.26 66.137 73.992 34.453 128.441 46.581 61.179 60.571 44.789 69.672 62.423 53.416 44.345 52.699
"143" "FBtr0080031" 16.352 47.811 20.568 47.19 86.229 22.758 97.723 38.746 17.307 66.482 74.206 34.217 128.602 46.952 61.47 61.285 45.171 70.262 62.373 53.566 44.448 52.902
"144" "FBtr0080039" 12.731 9.42 9.781 9.864 6.963 9.071 7.67 9.343 10.082 9.264 9.756 9.643 9.103 7.49 9.428 5.935 10.701 9.715 10.424 7.498 8.761 8.353
"145" "FBtr0080040" 12.242 9.092 9.402 9.485 6.684 8.709 7.363 8.97 9.685 8.905 9.39 9.272 8.802 7.209 9.058 5.698 10.273 9.327 10.047 7.228 8.427 8.033
"146" "FBtr0080041" 12.71 9.4 9.756 9.838 6.945 9.048 7.65 9.319 10.08 9.252 9.731 9.623 9.079 7.47 9.403 5.919 10.673 9.69 10.417 7.486 8.771 8.331
"147" "FBtr0080032" 6.127 6.556 9.96 6.527 4.557 7.918 6.165 7.242 7.26 5.508 6.699 8.772 6.374 4.623 4.239 2.02 3.963 4.045 5.174 4.489 6.492 5.733
"148" "FBtr0080033" 7.168 8.73 10.695 7.966 6.734 9.786 7.614 7.791 11.457 7.938 8.414 11.387 8.57 8.46 8.15 6.727 8.031 6.802 8.437 8.919 9.177 9.353
"149" "FBtr0080038" 13.188 12.972 13.433 13.018 12.035 14.607 12.585 11.728 14.875 12.921 15.017 14.545 15.592 16.894 15.67 7.061 16.55 18.085 17.6 17.729 18.109 16.183
"150" "FBtr0100565" 19.872 18.34 18.714 17.464 15.459 20.762 16.817 18.501 20.315 15.817 17.887 22.064 24.09 21.35 25.679 18.389 26.363 22.034 23.756 21.696 25.793 23.307
"151" "FBtr0080037" 5.81 4.675 5.201 4.854 3.699 5.279 4.207 5.368 5.808 4.682 4.114 6.63 6.345 5.481 7.337 13.888 6.819 4.646 6.747 4.685 7.03 5.786
"152" "FBtr0080035" 20.343 11.64 15.823 11.987 7.613 18.762 8.852 8.214 12.947 18.429 9.041 11.446 5.419 6.692 7.175 3.915 6.537 5.644 5.11 9.214 5.182 5.476
"153" "FBtr0080036" 17.917 10.248 13.831 10.498 6.647 16.391 7.755 7.18 11.358 16.163 7.927 10.037 4.798 6.09 6.394 3.501 5.81 5.054 4.582 8.202 4.672 4.91
"154" "FBtr0080091" 18.052 17.66 19.835 17.031 19.257 22.592 20.791 23.4 18.443 17.419 15.985 16.187 23.373 22.854 29.631 21.876 19.065 25.206 18.483 23.084 20.652 21.971
"155" "FBtr0080135" 1.008 2.243 3.521 2.102 3.91 3.257 7.737 1.325 2.105 8.232 8.829 4.6 7.962 4.758 3.02 1.688 2.474 3.725 4.774 7.691 4.51 5.281
"156" "FBtr0077993" 8.219 8.489 9.997 8.212 5.901 8.995 7.178 7.157 8.666 7.738 7.223 7.953 7.485 7.516 9.47 4.043 9.455 9.473 10.203 7.946 7.915 7.134
"157" "FBtr0077994" 8.995 9.405 10.685 8.578 6.973 9.704 7.857 7.888 9.326 8.352 7.726 8.431 8.212 8.555 10.838 5.08 10.117 10.435 11.033 8.702 8.402 7.993
"158" "FBtr0300633" 95.552 112.533 69.848 108.058 98.596 91.392 110.289 95.428 67.985 71.266 81.277 86.078 99.842 99.523 99.885 54.183 81.638 103.378 93.309 82.476 83.323 83.774
"159" "FBtr0080133" 89.301 104.792 65.972 100.928 91.68 85.607 102.598 88.893 63.773 66.741 76.065 80.616 93.26 92.421 92.789 50.034 76.136 96.48 87.089 76.876 78.139 77.954
"160" "FBtr0080134" 86.871 101.931 64.193 98.156 89.196 83.323 99.811 86.342 62.035 64.921 74.005 78.397 90.745 89.929 90.258 48.685 74.083 93.879 84.73 74.736 76.05 75.869
"161" "FBtr0080092" 2.905 3.602 3.822 2.995 2.507 4.683 3.15 3.979 3.682 2.633 3.722 3.332 2.208 2.704 2.472 1.15 3.916 2.992 3.139 2.803 2.86 3.079
"162" "FBtr0080093" 9.85 22.598 15.986 17.224 41.984 11.648 37.5 17.972 12.51 41.037 40.049 26.536 46.215 33.135 21.773 8.444 10.335 14.076 19.941 67.273 41.42 30.224
"163" "FBtr0080095" 36.065 47.076 6.236 50.671 46.148 10.561 29.909 48.726 15.375 9.242 18.098 22.325 22.296 8.319 21.231 13.786 19.646 14.003 16.432 7.71 10.738 12.903
"164" "FBtr0080096" 7.313 7.448 6.008 7.315 3.995 7.847 5.881 7.778 7.451 5.455 5.682 6.37 5.758 7.512 7.128 1.1 8.013 8.491 6.152 7.364 7.225 6.315
"165" "FBtr0080104" 1.254 1.891 0.425 1.533 1.515 1.224 1.157 1.06 1.522 0.779 0.723 0.891 1.39 2.663 3.998 0 2.145 2.165 2.062 1.734 2.53 1.941
"166" "FBtr0080105" 1.13 0.167 0.15 0.19 0.081 0 0.091 0.229 0.082 0.096 0.102 0.117 0.319 0.066 0.492 2.721 0.603 0.963 0.168 0.108 0.144 0.207
"167" "FBtr0080107" 14.915 10.785 13.541 16.037 10.19 10.501 14.633 7.95 18.886 20.125 15.077 12.856 19.431 12.683 14.512 31.946 13.386 24.73 16.681 14.898 14.667 12.129
"168" "FBtr0080130" 149.682 45.882 0.412 121.488 75.378 0.524 16.99 129.532 3.623 0.789 3.043 4.61 18.944 4.564 30.058 44.563 5.099 55.215 9.583 12.999 8.391 13.398
"169" "FBtr0080129" 36.726 20.323 1.366 34.928 35.31 2.214 7.496 36.788 5.544 3.269 3.719 5.542 8.447 3.661 18.556 26.372 14.256 25.249 8.291 5.807 3.008 4.751
"170" "FBtr0080128" 0.19 0.156 0 0.178 0.2 0.125 0.037 0.948 0.1 0.07 0.143 0.059 0.372 0.218 1.059 0 0.328 0.497 0.145 0.176 0.094 0.169
"171" "FBtr0089437" 63.584 88.348 108.349 88.384 108.778 118.078 224.41 76.056 99.672 215.663 215.952 160.254 202.932 134.555 106.655 67.97 82.447 112.566 130.508 218.643 178.191 170.495
"172" "FBtr0080127" 77.895 527.598 124.816 699.184 828.74 265.114 1409.018 460.662 86.976 489.887 1121.237 151.415 1680.62 606.906 591.038 1053.293 594.937 1055.701 805.991 763.091 623.865 773.678
"173" "FBtr0080125" 25.533 18.769 3.88 40.054 21.435 3.784 14.989 43.804 3.769 3.746 8.445 3.427 12.21 3.397 17.829 4.823 9.468 14.508 8.891 8.858 5.292 5.904
"174" "FBtr0080123" 0.064 0.795 0.652 0.206 2.128 0.629 3.119 0.619 0.518 1.55 2.679 1.115 3.058 0.8 1.139 0.059 1.844 0.834 1.403 1.159 1.279 1.309
"175" "FBtr0080108" 0.184 8.719 6.653 5.554 17.911 3.719 25.148 3.531 2.685 16.02 19.589 9.109 33.222 9.897 17.798 17.606 11.332 22.657 16.323 21.027 13.912 19.272
"176" "FBtr0080110" 16.04 14.525 17.737 17.103 17.702 16.81 17.396 23.634 16.489 15.877 16.281 17.388 20.413 20.099 15.971 19.657 19.006 20.317 17.592 22.04 18.165 20.499
"177" "FBtr0080111" 1.919 1.888 1.944 2.364 1.625 1.525 1.82 1.606 2.784 1.931 1.72 2.004 1.611 1.991 2.763 4.937 2.733 1.287 1.398 1.22 1.36 1.218
"178" "FBtr0080122" 24.588 25.417 23.399 29.076 26.198 25.011 25.267 30.367 23.527 29.581 23.444 20.969 34.556 40.47 38.013 45.053 32.768 43.71 32.286 34.388 30.448 35.55
"179" "FBtr0080112" 23.957 23.751 25.677 30.279 32.446 21.854 22.923 40.924 23.699 27.288 19.928 12.84 23.084 29.051 36.962 42.485 32.861 28.815 19.649 29.748 24.096 28.02
"180" "FBtr0080121" 10.973 8.799 10.13 9.783 10.101 12.521 11.271 11.127 9.31 12.914 12.215 10.106 8.771 10.352 8.94 4.073 8.127 10.252 10.034 10.379 8.489 9.136
"181" "FBtr0080120" 1.727 1.629 2.145 1.675 0.781 1.912 1.312 0.789 1.894 1.367 1.678 1.303 1.557 1.275 0.7 0.078 1.423 1.183 1.655 2.019 1.443 1.572
"182" "FBtr0080113" 15.329 15.328 18.024 11.626 12.216 16.67 13.369 12.832 14.939 13.751 15.262 13.627 10.204 13.809 15.013 3.449 15.14 14.653 13.302 15.353 16.216 13.171
"183" "FBtr0080119" 7.009 6.582 7.938 7.424 7.904 9.335 8.347 7.683 8.18 10.16 9.945 7.809 5.889 7.47 6.38 6.191 7.252 6.776 7.078 8.54 7.833 6.439
"184" "FBtr0080118" 22.493 66.972 33.752 58.598 78.085 44.789 93.562 42.64 41.171 65.893 90.705 56.027 89.818 62.804 57.032 57.988 47.985 61.672 52.076 64.159 62.616 61.343
"185" "FBtr0080117" 28.93 99.047 44.357 90.737 124.906 61.966 155.592 65.514 53.933 106.155 145.737 78.003 146.887 101.653 89.301 96.011 67.489 97.665 78.717 105.726 94.059 95.056
"186" "FBtr0080114" 57.036 62.492 61.117 58.43 61.508 56.215 58.636 66.417 58.914 50.127 71.27 43.304 86.531 72.154 77.629 47.038 66.975 99.192 73.214 68.951 67.156 72.719
"187" "FBtr0080116" 16.857 16.116 20.334 16.717 20.695 18.4 20.723 19.234 19.882 17.474 17.674 18.183 18.308 22.702 19.297 11.666 17.702 19.93 16.598 18.034 18.02 19.739
"188" "FBtr0080115" 16.562 15.759 18.58 15.491 19.63 18.752 19.633 18.064 18.285 16.995 16.404 16.49 17.873 23.112 19.872 11.128 17.34 19.271 16.656 17.614 17.555 18.756
"189" "FBtr0080191" 9.447 7.807 11.223 9.102 12.566 10.353 9.945 8.918 9.539 12.5 11.002 11.527 8.707 9.543 9.088 6.302 7.205 9.19 9.053 9.606 9.799 11.252
"190" "FBtr0290229" 3.165 2.994 3.18 1.306 3.184 1.072 1.28 3.671 2.092 1.493 1.754 1.44 4.839 3.199 5.578 8.841 3.019 5.078 3.126 1.996 1.04 2.122
"191" "FBtr0080136" 3.187 3.014 3.115 1.315 3.206 1.08 1.288 3.696 2.106 1.461 1.766 1.45 4.872 3.221 5.567 8.901 3.04 5.113 3.04 1.955 0.931 2.085
"192" "FBtr0290246" 16.08 14.014 13.899 13.553 11.057 16.364 12.794 15.777 11.715 11.125 10.142 9.172 8.791 6.937 9.778 6.118 9.742 10.333 10.139 5.978 7.16 6.863
"193" "FBtr0080189" 14.886 12.866 12.856 12.609 10.105 14.972 11.866 14.628 10.869 10.247 9.325 8.477 8.236 6.38 9.036 5.729 9.043 9.698 9.311 5.594 6.635 6.35
"194" "FBtr0290245" 14.535 12.566 12.563 12.312 9.866 14.618 11.586 14.283 10.613 10.005 9.105 8.281 8.042 6.23 8.823 5.594 8.829 9.47 9.108 5.462 6.478 6.2
"195" "FBtr0089428" 64.574 90.956 111.799 91.016 112.201 121.806 233.109 78.149 102.128 229.766 225.857 166.033 216.152 142.515 111.061 69.759 85.282 116.827 135.791 233.184 185.221 178.301
"196" "FBtr0089429" 66.151 91.893 112.742 91.967 113.188 122.865 233.49 79.14 103.673 224.39 224.662 166.737 211.159 140.01 110.914 70.725 85.79 117.13 135.792 227.507 185.348 177.327
"197" "FBtr0077952" 4.429 3.964 4.355 4.505 4.875 5.117 4.341 3.011 4.618 5.555 5.135 4.775 4.582 4.105 2.805 4.505 4.034 3.905 4.335 4.165 4.257 4.108
"198" "FBtr0089430" 64.032 88.478 108.598 88.519 108.853 118.136 223.027 76.269 100.121 214.939 215.017 160.313 202.051 134.429 107.198 67.229 82.869 112.152 130.343 217.428 177.507 170.037
"199" "FBtr0089431" 60.287 87.298 107.117 87.45 109.92 116.66 226.93 74.603 98.259 224.979 218.56 160.94 211.813 138.504 108.365 66.322 82.869 113.883 131.172 226.311 179.306 173.058
"200" "FBtr0089432" 63.505 86.903 105.835 86.038 105.098 115.234 215.728 74.635 97.198 208.137 207.845 155.575 194.617 130.238 103.32 63.888 80.559 109.048 126.075 209.579 171.253 163.303
"201" "FBtr0100487" 11.628 12.298 11.802 12.761 9.426 13.845 10.953 15.096 12.786 9.037 10.909 13.934 11.226 12.072 12.972 4.496 12.766 13.289 13.842 13.98 15.413 11.999
"202" "FBtr0080188" 11.822 12.638 12.003 12.997 9.451 14.379 11.183 15.441 13.109 9.3 11.192 14.291 11.444 12.31 13.208 4.414 13.05 13.591 14.092 14.286 15.655 12.167
"203" "FBtr0100488" 11.788 12.446 11.944 12.809 9.582 14.375 10.911 15.233 12.791 9.343 11.027 14.041 11.639 12.292 13.2 4.712 13.195 13.725 14.096 14.06 15.741 12.298
"204" "FBtr0100489" 11.549 12.352 11.731 12.702 9.196 14.053 10.964 15.091 12.808 9.101 10.96 13.97 11.193 12.031 12.918 4.314 12.736 13.283 13.789 13.953 15.333 11.896
"205" "FBtr0100490" 9.17 11.432 9.951 11.717 7.23 11.519 9.452 12.804 12.139 7.899 9.304 12.105 9.646 9.146 9.946 4.087 11.049 11.963 10.836 11.287 12.692 9.161
"206" "FBtr0100491" 10.128 10.81 10.216 11.085 8.027 12.332 9.559 13.161 11.247 7.978 9.606 12.329 9.854 10.559 11.273 3.744 11.15 11.626 12.116 12.295 13.418 10.411
"207" "FBtr0100492" 10.919 11.631 11.032 11.959 8.659 13.295 10.302 14.227 12.049 8.594 10.347 13.165 10.632 11.373 12.136 4.049 11.971 12.501 13.031 13.198 14.46 11.2
"208" "FBtr0100493" 8.85 11.044 9.613 11.319 6.922 11.128 9.182 12.369 11.721 7.648 9.02 11.699 9.331 8.836 9.621 3.948 10.646 11.557 10.492 10.889 12.309 8.857
"209" "FBtr0100486" 11.753 12.589 11.931 12.926 9.407 14.312 11.127 15.277 13.013 9.241 11.118 14.19 11.365 12.266 13.147 4.393 12.971 13.508 14.02 14.2 15.539 12.124
"210" "FBtr0100484" 18.276 20.248 19.829 19.246 16.132 21.225 17.343 20.704 20.994 14.785 17.804 23.959 19.325 20.292 21.634 9.517 20.44 19.127 21.162 20.027 25.769 20.64
"211" "FBtr0089433" 67.695 92.722 112.795 91.692 111.985 122.213 230.11 79.598 103.532 221.906 221.269 165.909 207.323 138.298 109.815 68.25 85.573 116.323 134.143 223.494 182.168 173.762
"212" "FBtr0089434" 65.347 89.154 107.817 88.064 107.094 118.013 219.971 76.504 99.421 212.312 211.772 159.235 198.101 132.067 105.057 64.939 82.143 111.517 128.419 213.851 174.533 166.492
"213" "FBtr0077953" 21.586 30 34.273 26.832 41.641 31.119 45.319 26.242 23.693 45.041 60.069 31.915 36.882 39.805 34.303 16.634 29.022 31.239 33.816 38.891 34.892 34.521
"214" "FBtr0089435" 64 91.712 111.528 90.779 113.309 120.971 234.573 78.071 101.857 232.582 225.346 166.88 217.701 142.74 111.237 67.473 85.755 118.295 135.239 232.981 184.365 177.197
"215" "FBtr0077990" 43.308 50.193 36.972 38.857 40.517 50.89 49.599 46.042 38.321 33.485 44.492 34.298 40.052 41.483 47.408 16.078 47.789 49.912 45.182 36.446 39.266 39.123
"216" "FBtr0077991" 42.73 49.519 36.464 38.333 40.016 50.167 48.917 45.468 37.802 33.035 43.831 33.877 39.539 40.933 46.716 15.836 47.378 49.275 44.611 35.958 38.788 38.622
"217" "FBtr0077992" 43.772 50.721 37.328 39.268 40.968 51.368 50.09 46.577 38.718 33.834 44.874 34.683 40.503 41.855 47.855 16.222 48.504 50.476 45.673 36.827 39.734 39.556
"218" "FBtr0301094" 45.706 52.885 37.785 40.357 41.866 53.557 51.839 48.15 39.659 34.098 44.944 34.814 41.465 42.322 49.375 16.082 49.883 53.089 47.078 38.012 40.346 40.314
"219" "FBtr0080187" 77.455 81.756 86.159 78.264 52.051 73.427 68.65 74.095 79.904 61.185 74.931 92.779 76.917 83.604 79.02 28.078 80.426 70.641 85.466 72.676 95.185 76.445
"220" "FBtr0301710" 83.083 87.891 93.172 85.228 54.364 77.637 75.618 80.295 83.545 66.846 82.222 98.506 82.068 90.227 86.104 30.783 86.647 77.317 92.87 79.877 99.692 81.216
"221" "FBtr0080183" 318.313 317.112 280.286 330.446 311.466 254.271 278.582 369.976 274.877 287.6 256.926 344.228 303.131 272.1 361.952 348.654 361.714 341.04 299.693 317.526 270.577 268.519
"222" "FBtr0080182" 328.883 330.231 289.544 340.141 320.074 262.294 288.809 381.389 286.472 297.562 266.856 356.523 313.626 281.683 372.662 365.925 374.021 350.689 309.159 326.481 280.933 277.784
"223" "FBtr0100584" 156.341 155.379 137.661 162.219 152.49 124.681 138.175 181.799 135.367 142.493 127.079 168.178 148.749 133.973 178.681 176.567 176.098 167.361 147.403 156.085 132.317 131.54
"224" "FBtr0080141" 0.567 0.075 0.201 0.68 0.191 0.718 0.607 1.338 0.417 0.3 0.32 0.225 0.428 0.833 1.165 0 0.629 0.635 0.611 0.464 0.542 0.283
"225" "FBtr0080142" 6.338 5.756 3.536 5.812 4.624 4.309 3.642 5.72 3.974 2.934 2.741 4.07 6.183 5.312 8.528 11.855 10.013 8.2 7.558 3.582 5.299 4.827
"226" "FBtr0080181" 33.19 22.277 32.562 33.995 26.109 19.199 17.406 38.531 26.376 24.738 24.11 28.824 26.387 30.004 35.993 29.773 33.304 34.2 32.244 28.995 26.126 26.682
"227" "FBtr0080143" 33.042 33.973 37.33 35.928 46.08 33.922 38.802 39.359 30.123 51.98 42.383 39.189 40.859 45.456 48.922 13.177 38.452 41.435 34.667 52.969 34.643 38.829
"228" "FBtr0290007" 7.814 9.694 10.328 9.295 5.551 10.497 7.322 9.013 12.659 7.579 8.738 8.9 6.473 8.361 9.82 1.19 10.503 10.171 9.998 10.731 10.389 7.899
"229" "FBtr0300672" 7.42 9.299 9.802 9.218 5.365 10.274 6.99 8.401 12.018 7.164 8.258 8.477 6.191 7.895 9.226 1.151 9.804 9.595 9.442 10.111 9.875 7.45
"230" "FBtr0089436" 59.694 88.442 106.618 85.712 112.946 116.05 226.795 74.659 97.652 224.079 219.042 163.115 211.48 138.104 107.442 67.039 82.829 115.424 132.805 226.301 183.448 176.635
"231" "FBtr0080172" 38.357 48.632 34.351 46.324 42.277 40.079 49.839 41.457 42.677 44.453 39.114 44.093 57.783 47.234 49.995 48.008 49.442 54.617 49.366 43.316 45.704 44.858
"232" "FBtr0080171" 38.484 48.793 34.443 46.542 42.36 40.114 49.964 41.575 42.761 44.615 39.276 44.274 58.057 47.327 50.15 48.102 49.54 54.665 49.577 43.59 45.996 45.007
"233" "FBtr0080170" 37.828 47.994 33.886 45.758 41.675 39.465 49.169 40.885 42.07 43.894 38.574 43.486 57.013 46.562 49.339 47.324 48.739 53.781 48.765 42.793 45.186 44.294
"234" "FBtr0080169" 22.536 27.061 21.362 26.907 23.291 23.421 27.937 24.684 24.161 26.244 22.857 25.407 31.742 25.142 26.742 24.921 27.347 30.088 28.029 24.397 26.237 24.854
"235" "FBtr0080146" 14.475 14.063 14.116 12.893 20.113 18.858 14.978 17.428 14.841 14.978 15.213 14.893 15.194 16.17 19.649 9.087 14.55 14.973 12.291 16.192 14.024 16.376
"236" "FBtr0080147" 11.798 9.227 18.435 4.251 8.304 9.734 15.396 4.993 8.823 22.161 18.441 6.464 11.337 14.918 11.071 31.687 7.157 9.354 7.806 11.726 12.265 9.535
"237" "FBtr0080168" 3.783 3.354 3.668 4.32 4.564 4.512 5.44 4.734 4.74 5.026 4.977 4.457 4.17 5.223 5.628 2.864 4.019 3.954 3.927 4.011 3.78 4.354
"238" "FBtr0080167" 256.959 281.414 240.697 310.039 306.943 229.421 251.56 359.504 261.159 231.631 210.979 164.397 309.042 270.548 385.524 870.096 271.271 283.649 225.883 253.659 216.342 239.302
"239" "FBtr0110872" 254.711 279.408 239.301 307.637 304.149 227.99 249.762 357.576 259.285 230.009 209.271 163.921 306.348 268.237 382.637 865.263 269.315 282.066 224.496 251.88 215.544 237.788
"240" "FBtr0110873" 176.794 193.884 167.486 213.45 209.664 161.031 174.353 245.617 179.299 159.158 145.827 115.086 211.447 185.262 262.385 586.567 184.991 198.131 156.214 175.911 149.688 163.888
"241" "FBtr0080148" 40.025 37.634 41.326 41.122 35.004 40.931 35.19 36.369 41.838 36.45 37.716 38.737 37.208 40.848 45.301 17.243 43.421 44.452 40.562 39.002 40.22 37.582
"242" "FBtr0080166" 0.889 1.31 1.117 1.147 0.772 1.924 1.108 1.042 2.173 0.979 0.718 1.845 1.186 0.827 0.722 2.362 1.017 1.114 1.087 0.825 1.802 1.054
"243" "FBtr0080149" 5.904 6.555 9.387 5.964 4.502 7.51 5.65 9.241 7.837 6.06 6.387 8.15 6.352 6.246 5.373 11.594 5.151 4.54 5.839 5.346 5.959 6.251
"244" "FBtr0300400" 20.66 23.039 24.39 20.73 12.201 23.887 18.551 17.846 23.153 17.299 21.062 23.678 17.749 19.368 20.01 4.431 20.6 17.628 20.399 19.501 22.586 19.042
"245" "FBtr0300401" 20 22.301 24.058 19.806 12.316 23.668 18.041 17.208 23.34 17.173 20.964 23.785 17.784 18.604 17.663 4.669 20.599 17.273 20.468 18.017 22.15 18.661
"246" "FBtr0300402" 20.013 22.328 24.064 19.83 12.331 23.696 18.063 17.229 23.368 17.176 20.989 23.799 17.793 18.627 17.684 4.675 20.623 17.267 20.479 18.039 22.176 18.683
"247" "FBtr0300403" 20.129 22.439 23.84 20.215 11.94 23.334 18.086 17.493 22.662 16.874 20.513 23.107 17.317 18.8 19.465 4.302 20.061 17.154 19.884 19.028 22.035 18.589
"248" "FBtr0300404" 20.671 23.062 24.395 20.75 12.213 23.911 18.57 17.864 23.176 17.302 21.083 23.69 17.757 19.387 20.03 4.436 20.621 17.623 20.407 19.521 22.609 19.061
"249" "FBtr0100071" 3.536 3.316 4.247 3.842 2.666 2.974 5.323 4.463 3.644 3.138 2.856 3.601 3.169 4.941 3.762 0 5.211 5.378 3.908 3.49 3.469 3.046
"250" "FBtr0112793" 0.775 0.569 1.169 0.624 0.267 0.853 0.479 0.952 0.645 0.825 0.546 0.961 1.002 0.197 0.882 0.37 1.154 0.899 0.861 0.972 0.814 0.687
"251" "FBtr0080165" 0.757 0.587 1.113 0.697 0.376 0.813 0.514 1.022 0.628 0.853 0.575 0.984 0.969 0.354 1.088 0.352 1.1 0.856 0.843 1.01 0.848 0.687
"252" "FBtr0113317" 0.147 0.804 0.434 0.393 0.236 0.221 0.297 0.441 0.059 0.493 0.506 0.597 0.264 0.192 0.208 5.022 0.145 0.147 0.077 0.35 0 0.299
"253" "FBtr0080164" 657.554 730.735 914.34 717.668 808.383 860.442 1099.223 617.207 960.525 1072.454 1384.333 824.759 898.071 965.202 737.679 1449.015 669.364 741.737 903.512 1040.852 1131.959 914.747
"254" "FBtr0080163" 662.741 736.499 921.483 723.337 814.886 867.429 1107.863 622.064 968.124 1080.882 1395.316 831.307 905.35 972.896 743.498 1460.769 674.709 747.532 910.673 1049.201 1141.069 921.983
"255" "FBtr0089881" 7.629 8.383 9.705 8.147 5.25 9.201 8.557 6.996 8.808 7.926 8.801 10.389 6.705 6.332 5.927 0.152 6.32 4.711 6.864 6.527 6.955 6.638
"256" "FBtr0089882" 7.829 8.583 9.879 8.345 5.39 9.518 8.723 7.171 8.956 8.089 8.955 10.599 6.841 6.536 6.201 0.154 6.469 4.803 7.017 6.718 7.053 6.761
"257" "FBtr0080162" 2.884 2.474 4.85 2.872 2.991 4.435 3.734 3.497 4.585 6.551 4.393 5.211 4.55 3.468 3.171 3.239 2.434 3.052 3.788 6.205 4.49 4.515
"258" "FBtr0080156" 5.883 7.045 7.668 4.721 6.045 9.017 6.852 4.587 5.414 5.155 6.739 4.216 8.882 12.471 8.759 2.098 8.231 10.572 8.143 9.457 7.879 9.975
"259" "FBtr0080157" 5.248 6.124 6.914 4.198 5.375 7.935 6.043 4.079 4.792 4.585 5.993 3.67 8 11.091 7.789 1.866 6.987 9.29 7.261 8.41 7.134 8.985
"260" "FBtr0080161" 3.262 3.19 2.623 2.78 3.734 3.377 3.747 2.283 3.008 4.103 3.518 2.945 3.179 3.271 3.842 1.726 3.092 3.161 3.519 3.018 3.206 3.016
"261" "FBtr0077989" 11.255 12.259 15.594 11.935 11.16 14.966 12.178 9.875 13.55 12.336 12.967 12.721 9.299 11.903 10.235 3.716 11.015 10.252 10.084 11.427 11.865 9.807
"262" "FBtr0301761" 45.64 55.03 30.675 45.436 32.031 57.238 36.333 58.84 57.943 36.554 32.567 49.76 35.538 46.49 60.049 18.006 47.125 44.314 50.647 54.168 54.99 56.795
"263" "FBtr0080234" 45.412 54.755 30.522 45.209 31.871 56.952 36.152 58.546 57.653 36.371 32.404 49.511 35.394 46.257 59.748 17.916 46.889 44.093 50.394 53.897 54.715 56.53
